x,y,z,label,family,region
0.129761112,0.764378442,0.490609842,Brag-g.yab [khg-2],2,Eurasia
0.091120116,0.730105921,0.52058194,Themchen [adx-2],2,Eurasia
0.132340739,0.751671083,0.464736065,Shigatse [bod-6],2,Eurasia
0.774348665,0.77583552,0.500535556,Lü [khb],Tai-Kadai,Eurasia
0.086651275,0.462987472,0.322133779,Waigali [wbk],3,Eurasia
0.172206524,0.638589415,0.192244821,Kalami [gwc],3,Eurasia
0.199827814,0.801805055,0.590795504,Zhang-Zhung [jna],2,Eurasia
0.222062467,0.544529169,0.310086177,Konkani [knn],3,Eurasia
0.780876643,0.749189817,0.538027765,Sui [swi],Tai-Kadai,Eurasia
0.130366637,0.57701896,0.268598112,Palula [phl],3,Eurasia
